,type,time,a,e,i,aT,eT,iT,x,y,z,vx,vy,vz,latitude,longitude,altitude,q_dot
0,orbit,374400,6871.023874066605,0.000535813725802116,51.60000000000003,6943.1,0.001,51.6,3556.7378817484796,5041.529260366134,-3016.909311276876,-2.9122889164071513,5.011454656433558,4.94642507696297,-26.198619388527547,179.81869799569864,493984.14493642654,-71260488.71568133
0,orbit,374580,6871.093718853983,0.0005448054344451405,51.60000000000002,6943.1,0.001,51.6,2965.338169122132,5837.445675413635,-2072.518319626722,-3.6370063400466175,3.8026551749470046,5.511962534091431,-17.667633961335973,-171.15665617039767,491448.0982439341,-71122165.213824
0,orbit,374760,6871.163566109323,0.0005545988517104539,51.600000000000016,6943.1,0.001,51.6,2256.096823481305,6401.39212253176,-1045.7638234955264,-4.217278366885372,2.442580450995041,5.858521828038971,-8.81296281324198,-162.88910948037127,489778.0791304456,-70983781.87574206
0,orbit,374940,6871.233385951547,0.0005647701327930784,51.60000000000001,6943.1,0.001,51.6,1457.189202743554,6710.933785229175,22.55675455758786,-4.629979760178739,0.985340739824132,5.972266812670456,0.18937352595893675,-154.9734757670714,489216.53923127893,-70845495.70575427
0,orbit,375120,6871.303244509148,0.0005749159771290742,51.60000000000002,6943.1,0.001,51.6,600.363527169454,6753.760247586234,1089.9863082174788,-4.858671347454005,-0.5110584578585928,5.848655602773089,9.188646654430183,-147.0504407274093,489847.88335675,-70707272.06120981
0,orbit,375300,6871.373083092811,0.0005846377441780393,51.600000000000016,6943.1,0.001,51.6,-280.3266011502758,6528.178592068408,2114.103499291993,-4.89426307611112,-1.9870469682825307,5.49262620818586,18.03360115285226,-138.75970566862068,491585.37119812146,-70569318.0924679
0,orbit,375480,6871.442951603602,0.0005935861319448359,51.600000000000016,6943.1,0.001,51.6,-1149.8824352302731,6043.179721204058,3054.216883197501,-4.735378114361467,-3.383884774833155,4.918396370650178,26.546490981925928,-129.69315758114615,494185.13668567594,-70431618.32638028
0,orbit,375660,6871.512818838835,0.0006014441760637894,51.600000000000016,6943.1,0.001,51.6,-1973.7577066522404,5318.075325290089,3872.988779879619,-4.388402637223278,-4.646021118946188,4.148885764990944,34.49017650705375,-119.35245610241913,497284.85151232313,-70294307.31118993
0,orbit,375840,6871.582688924471,0.0006079481907330754,51.600000000000016,6943.1,0.001,51.6,-2719.2367335320346,4381.720823099169,4537.922924956011,-3.8672202481959825,-5.723319795536491,3.2147858431554277,41.523806442478715,-107.13919725302956,500460.3451419771,-70157438.5253982
0,orbit,376020,6871.652572055627,0.0006128871097285208,51.600000000000016,6943.1,0.001,51.6,-3356.737161909643,3271.3567430437524,5022.655874736863,-3.1926432747494093,-6.573058880991595,2.1533172625366848,47.15678262452364,-92.47230382290644,503290.7064549988,-70021041.46450275
